 1/06/26                                                                 DUNCAN AVIATION, INC. - BUDGETED INCOME STATEMENT                                                                    Page   1
                                                                                       Denver Satellite - 889
                                                                                           Monthly Budget
                             JANUARY    FEBRUARY       MARCH       APRIL         MAY        JUNE        JULY      AUGUST   SEPTEMBER     OCTOBER    NOVEMBER    DECEMBER        TOTAL
                             -------    --------       -----       -----         ---        ----        ----      ------   ---------     -------    --------    --------        -----
   REVENUE
Labor                        199,717     190,728     210,407     210,408     192,428     211,622     212,838     202,632     200,932     210,408     181,738     205,791    2,429,649
Parts WO                     287,700     274,750     303,100     303,100     277,200     304,850     306,600     291,900     289,450     303,100     261,800     296,450    3,500,000
Other                        206,693     196,850     216,535     216,537     196,850     216,535     216,535     206,693     206,695     216,535     187,007     216,535    2,500,000
Aircraft Sales
Charter/Flight
Gasoline Sales
Other Line Services
Parts Invoice
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   TOTAL REVENUE             694,110     662,328     730,042     730,045     666,478     733,007     735,973     701,225     697,077     730,043     630,545     718,776    8,429,649
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   COST OF SALES
Labor                        116,499     105,910     116,499     116,499     111,204     116,500     121,794     111,204     116,499     116,501     111,203     121,795    1,382,107
Parts WO                     215,775     206,063     227,325     227,325     207,900     228,637     229,950     218,925     217,088     227,325     196,350     222,337    2,625,000
Other                        169,488     161,417     177,559     177,560     161,417     177,559     177,559     169,488     169,489     177,559     153,346     177,559    2,050,000
Aircraft Sales
Charter/Flight
Gasoline Sales
Parts Invoice
Cost of Misc Supplies
Cost of Promotion
Aircraft Incidents
Cost of Warranty
Freight
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   TOTAL COST OF SALES       501,762     473,390     521,383     521,384     480,521     522,696     529,303     499,617     503,076     521,385     460,899     521,691    6,057,107
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   GROSS PROFIT              192,348     188,938     208,659     208,661     185,957     210,311     206,670     201,608     194,001     208,658     169,646     197,085    2,372,542
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
 1/06/26                                                                 DUNCAN AVIATION, INC. - BUDGETED INCOME STATEMENT                                                                    Page   2
                                                                                       Denver Satellite - 889
                                                                                           Monthly Budget
                             JANUARY    FEBRUARY       MARCH       APRIL         MAY        JUNE        JULY      AUGUST   SEPTEMBER     OCTOBER    NOVEMBER    DECEMBER        TOTAL
                             -------    --------       -----       -----         ---        ----        ----      ------   ---------     -------    --------    --------        -----
   EXPENSES
Commissions                    2,158       1,962       2,157       2,158       2,060       2,158       2,256       2,060       2,157       2,158       2,060       2,256       25,600
Payroll                       26,664      24,240      26,664      26,664      25,453      26,664      27,875      25,453      26,664      26,664      25,452      27,876      316,333
Employee Relations               271         271         271         270         271         271         271         271         271         270         271         271        3,250
Employee Benefits             14,751      12,578      13,849      13,848      13,214      13,848      15,386      13,213      13,849      13,848      13,247      15,419      167,050
Payroll Taxes                 13,015      10,836      11,813      11,812      11,275      11,813      12,364      11,275      11,812      11,813      11,275      12,364      141,467
Education
Uniforms                          42          41          42          42          41          42          42          41          42          42          41          42          500
Cust Relations                   667         666         667         667         666         667         667         666         667         667         666         667        8,000
Equipment Lease                1,483       1,484       1,484       1,483       1,484       1,483       1,483       1,484       1,484       1,483       1,484       1,483       17,802
Aircraft Maint/Fees
Advertising                       71          71          71          70          71          71          71          71          71          70          71          71          850
Telephone                      1,868         969         879       1,908         807         813       2,167         941         870       2,031         828         919       15,000
Travel & Enter                   516         829       1,096       1,172         971         894       1,112       1,017       1,238       1,422       1,135         598       12,000
Auto                             333         334         333         333         334         333         333         334         333         333         334         333        4,000
Donations
Dues & Subs                       64          64          65          64          64          64          64          64          65          64          64          64          770
Legal & Prof
Office Supplies                  750         750         750         750         750         750         750         750         750         750         750         750        9,000
Bad Debt
Maint Equip/Bldgs              3,750       3,750       3,750       3,750       3,750       3,750       3,750       3,750       3,750       3,750       3,750       3,750       45,000
Hazardous Waste
Freight/Shipping & Postag
Depreciation                   1,171       1,170       1,171       1,170       1,171       1,171       1,170       1,171       1,170       1,171       1,170       1,171       14,047
Insurance
Rent                          30,917      30,916      30,917      30,917      30,916      30,917      30,917      30,916      30,917      30,917      30,916      30,917      371,000
Utilities                      1,665       2,218       1,931       1,629       1,395       1,276       1,192       1,519       1,215       1,202       1,055       1,703       18,000
Taxes                            217         216         217         217         216         217         217         216         217         217         216         217        2,600
Interest
Goodwill Amort
Bank Charges
Contingency
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   TOTAL EXPENSES            100,373      93,365      98,127      98,924      94,909      97,202     102,087      95,212      97,542      98,872      94,785     100,871    1,172,269
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   OTHER INC/(EXP)
Income Taxes
Cash Discount
Interest Income
Gain/Loss on Investments
Dividend Income
Other
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   TOTAL OTHER
                          ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ----------- ------------
   NET INCOME                 91,975      95,573     110,532     109,737      91,048     113,109     104,583     106,396      96,459     109,786      74,861      96,214    1,200,273
                          =========== =========== =========== =========== =========== =========== =========== =========== =========== =========== =========== =========== ============

