 2/24/25                                                                      DUNCAN AVIATION, INC. - INCOME STATEMENT                                                                        Page   1
                                                                                       Denver Satellite - 889
                                                                                     December 31, 2024 Audited
                                               CURRENT MO    CURRENT MO    CURRENT MO                                                                           FULL YEAR     FULL YEAR     FULL YEAR
                                    CURRENT      BUDGET         2024          2023              YTD    YTD BUDGET      YTD 2024      YTD 2023    ANNUALIZED      BUDGET         2024          2023
                                    -------    ----------    ----------    ----------           ---    ----------      --------      --------    ----------     ---------     ---------     ---------
   REVENUE
Labor                                88,566       152,509       153,834                   1,552,483     1,851,979     1,876,993                  18,629,792     1,851,979     1,876,993
Parts WO                             48,440       275,873       189,485                   2,417,122     3,350,034     2,411,285                  29,005,468     3,350,034     2,411,285
Other                               146,299       271,765       464,637                   2,940,036     3,300,000     3,403,983                  35,280,428     3,300,000     3,403,983
Aircraft Sales
Charter/Flight
Gasoline Sales
Other Line Services
Parts Invoice
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
   TOTAL REVENUE                    283,304       700,147       807,957                   6,909,641     8,502,013     7,692,261                  82,915,688     8,502,013     7,692,261
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
   COST OF SALES
Labor                                96,532       109,728       113,857                   1,133,609     1,306,764     1,263,095                  13,603,309     1,306,764     1,263,095
Parts WO                             35,699       205,525       140,146                   1,814,592     2,495,775     1,761,614                  21,775,109     2,495,775     1,761,614
Other                               129,124       217,412       395,065                   2,399,677     2,640,000     2,735,641                  28,796,123     2,640,000     2,735,641
Aircraft Sales
Charter/Flight
Gasoline Sales
Parts Invoice                            29                          19                     (38,367)                        523                    (460,406)                        523
Cost of Misc Supplies                    32           247           227                         852         3,000         3,163                      10,222         3,000         3,163
Cost of Promotion
Aircraft Incidents                                                                                                       (5,563)                                                 (5,563)
Cost of Warranty                                                  1,241                       8,926                       1,888                     107,113                       1,888
Freight                                 654           618        (4,714)                     (1,771)        7,500         5,827                     (21,252)        7,500         5,827
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
   TOTAL COST OF SALES              262,070       533,530       645,840                   5,317,518     6,453,039     5,766,189                  63,810,218     6,453,039     5,766,189
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
   GROSS PROFIT                      21,234       166,617       162,117                   1,592,123     2,048,974     1,926,072                  19,105,470     2,048,974     1,926,072
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
 2/24/25                                                                      DUNCAN AVIATION, INC. - INCOME STATEMENT                                                                        Page   2
                                                                                       Denver Satellite - 889
                                                                                     December 31, 2024 Audited
                                               CURRENT MO    CURRENT MO    CURRENT MO                                                                           FULL YEAR     FULL YEAR     FULL YEAR
                                    CURRENT      BUDGET         2024          2023              YTD    YTD BUDGET      YTD 2024      YTD 2023    ANNUALIZED      BUDGET         2024          2023
                                    -------    ----------    ----------    ----------           ---    ----------      --------      --------    ----------     ---------     ---------     ---------
   EXPENSES
Commissions                           6,918         2,687                                    12,383        32,000         7,598                     148,591        32,000         7,598
Payroll                              20,486        26,214        24,058                     242,036       312,182       298,343                   2,904,432       312,182       298,343
Employee Relations                      210           312           368                       3,235         3,750         6,575                      38,823         3,750         6,575
Employee Benefits                    18,775        14,873        14,249                     179,392       179,252       174,116                   2,152,699       179,252       174,116
Payroll Taxes                         7,891        10,905         8,878                     116,240       131,438       115,265                   1,394,882       131,438       115,265
Education
Uniforms                                              167            80                         262         2,000           648                       3,141         2,000           648
Cust Relations                          211           667          (329)                      6,911         8,000         6,588                      82,932         8,000         6,588
Equipment Lease                       1,235         1,199           910                      12,277        14,392        12,004                     147,321        14,392        12,004
Aircraft Maint/Fees
Advertising                                            42           580                       2,200           500           796                      26,400           500           796
Telephone                             1,161         1,475         1,518                      14,939        24,011        19,984                     179,268        24,011        19,984
Travel & Enter                        5,428         1,236        (2,252)                     20,711        14,000        11,667                     248,537        14,000        11,667
Auto                                    249           333         1,371                       2,699         4,000         4,505                      32,390         4,000         4,505
Donations
Dues & Subs                                           167           286                         811         2,000         1,366                       9,730         2,000         1,366
Legal & Prof
Office Supplies                       1,803         1,250         1,088                       9,385        15,000        18,968                     112,614        15,000        18,968
Bad Debt
Maint Equip/Bldgs                       632         2,500         9,823                      53,726        30,000        55,750                     644,707        30,000        55,750
Environmental                                          21                                                     250                                                     250
Freight/Shipping & Postage                                                                                                    2                                                       2
Depreciation                            749           749           749                       8,990         8,990         9,164                     107,882         8,990         9,164
Insurance
Rent                                 29,819        29,333       108,858                     354,897       352,000       421,573                   4,258,768       352,000       421,573
Utilities                             1,605           853         3,803                      18,935        10,000        20,264                     227,218        10,000        20,264
Taxes                                                 625           126                       2,380         7,500         7,346                      28,562         7,500         7,346
Interest
Goodwill Amort
Bank Charges
Contingency
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
TOTAL EXPENSES                       97,171        95,608       174,164                   1,062,408     1,151,265     1,192,519                  12,748,898     1,151,265     1,192,519
   OTHER INC/(EXP)
Income Taxes
Interest & Dividend Income
Gain/Loss on Sale of Assets
Gain/Loss on Investments
DISC Commissions
Other
Overhead Allocation
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
   TOTAL OTHER
                               ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- ------------- -------------
NET INCOME                          (75,937)       71,009       (12,048)                    529,714       897,709       733,553                   6,356,572       897,709       733,553
                               ============= ============= ============= ============= ============= ============= ============= ============= ============= ============= ============= =============

